episode,sum_reward,loss,param_change,T
1,1743.1102978708414,0,0,209.36020471832717
2,5.931367367488873,320.4481201171875,0.15172002401959617,295.1706811793213
3,82.08911285447941,16.045700073242188,0.2082200512086274,267.5070842666495
4,-360.31368277574103,10.140853881835938,0.27716299530584365,269.825646990917
5,-122.36509846595888,16.685909271240234,0.15732023737655254,242.19289254698134
6,-383.36557575189556,7.2293500900268555,0.10938772853114642,270.09265994277274
7,-393.90066897616776,20.60787582397461,0.14583861999562941,261.5987030973718
8,-243.4536794517576,20.06085968017578,0.1364301118228468,274.1832250593407
9,-61.288958274486774,13.323983192443848,0.11844415735686198,234.2586159705479
10,-143.8961056999164,11.884469032287598,0.11722966269371682,251.5263380058139
11,-422.76350006854034,8.764002799987793,0.1312267890680232,256.4038879304995
12,-236.5955660091049,24.295286178588867,0.1142962033081858,240.67755903639033
13,-175.18742606751795,17.020366668701172,0.10458647442646907,231.39289535336508
14,-266.06721958689315,5.872974872589111,0.15295843260537367,258.91872444883626
15,-371.56972051657357,11.143932342529297,0.16307834377948893,244.0173546968786
16,-244.50620572748412,14.731976509094238,0.08943207018455723,276.71741661137736
17,-539.3957241434113,11.216925621032715,0.21104177420784254,291.80666521751385
18,-210.21089417851263,28.75743865966797,0.09227921631099889,235.5491568959382
19,-228.79585273997426,17.09342384338379,0.08061571352664032,259.3366887435268
20,-654.9279336271917,9.293664932250977,0.12502354514435865,246.85274278490027
21,-439.55022647863626,40.28696060180664,0.16717730196251068,259.45014293906735
22,-228.94314320901913,17.560657501220703,0.13207675043668132,247.64930274613033
23,76.32154217407368,7.190954208374023,0.10086188862260315,197.0883816735184
24,-899.9204976966755,11.680559158325195,0.092875801736227,327.7727844096932
25,-706.5458001156917,79.70645141601562,0.09419601007539313,271.5769443955854
26,-535.7514681518392,44.40363693237305,0.0968301404864178,266.1693718978313
27,-369.9722195578429,27.103713989257812,0.1582049456628738,268.63909458335354
28,-378.3773301639473,13.387032508850098,0.16526303489808924,276.66976449942155
29,-600.4226045915103,14.815441131591797,0.21892393560847268,239.3896323659064
30,-587.1829914488562,30.6923828125,0.09890708138118498,261.03745704065625
31,-537.8423085049736,25.595617294311523,0.11067175160133047,278.24115418350567
32,-415.49082698379783,25.151390075683594,0.10104585052613402,262.4030039375322
33,-537.7630212041057,13.362296104431152,0.1052335214408231,241.01793115982835
34,-303.6572903072977,21.574289321899414,0.140144861106819,213.56340291242776
35,-455.2377290500081,8.035493850708008,0.11079684711876325,285.38442589643705
36,-721.9175834261184,17.25644302368164,0.13940181479119929,271.6975151872304
37,-560.7286465300685,34.3566780090332,0.18774563961778767,337.03634184375784
38,-584.5038150486045,34.134193420410156,0.12177699225139804,249.07597496187768
39,-651.5360647909413,22.5214786529541,0.10680733148547006,238.25902845797663
40,-395.4914898836886,30.99738311767578,0.1079479363579594,201.7389755186009
41,-512.9256631465944,9.691500663757324,0.12049642385682091,274.859850466665
42,-444.68608674502156,12.140131950378418,0.09575903114819084,236.5316690303651
43,-605.0301192449276,11.250226974487305,0.09843981534686463,254.10899946484196
44,-739.7521165430023,18.126529693603516,0.1410951956786448,296.9729636976297
45,-639.0841574160547,28.10954475402832,0.1534769935242366,289.3611258677732
46,-545.5976197603608,19.98691177368164,0.1221172968398605,251.33898217458005
47,-610.6895270372448,16.073801040649414,0.1407038710603956,334.09968085126604
48,-323.88782760251064,30.217288970947266,0.13085243157911464,225.41057946149112
49,-325.9901795191623,6.954290866851807,0.15766034015541663,249.82155273365217
50,-611.2591809151058,5.676629543304443,0.15622158125188434,320.59418397478123
51,-433.93451856343086,17.593990325927734,0.13190365261471015,260.8507107058634
52,-671.421653418695,6.891641139984131,0.13722369151582825,274.1581256482608
53,-564.1866603215518,20.663745880126953,0.13788670637222822,260.20034368502246
54,-512.9386951992332,8.253981590270996,0.1332682650136121,255.06165487628846
55,-442.7651377653727,8.144725799560547,0.19517019107297529,254.40445353170574
56,-521.6058629991721,7.4306535720825195,0.14896966511878418,188.37436697700343
57,-614.275122196635,18.629749298095703,0.14030361775439815,229.75909662173194
58,-729.9409952461273,9.31716537475586,0.133332163994055,304.2998562576882
59,-414.1505360090814,15.821198463439941,0.1864894162354176,203.0869549975606
60,-342.2045991590284,9.54988956451416,0.2555759679962648,271.99369053206476
61,-322.4989606782974,9.56367301940918,0.21378742687375052,226.1696736782618
62,-468.48123297111357,5.863630771636963,0.16782279505423503,254.2407511681575
63,-801.6427772109918,7.507207870483398,0.2278786817623768,282.5458934702862
64,-666.1796240017129,20.617393493652344,0.16324621688909247,259.648976482105
65,-749.978796050067,10.992792129516602,0.21344547173794126,312.6992728596813
66,-686.2318299455189,12.395305633544922,0.16064720215581474,306.4787854209392
67,-523.0623831556293,12.39479923248291,0.22441401123069227,271.89356509283095
68,-325.14482159533935,9.030458450317383,0.20988685267366236,255.87614932512423
69,68.3352337751846,18.40170669555664,0.2494404813478468,157.1561712055968
70,-602.7962907258483,21.845504760742188,0.26115397972171195,261.80281858313606
71,-588.9046861756841,7.265719890594482,0.2340926992619643,252.81235415933978
72,-609.1545677944798,12.407231330871582,0.21667196982889436,288.22760669572284
73,-754.6473085791658,12.15480899810791,0.20769112560810754,301.551888949935
74,-587.5571201908743,15.582151412963867,0.24437918908370193,231.14365704427183
75,-221.90070948550442,17.86214256286621,0.18306054654385662,225.32280853268998
76,-603.372535470143,7.520090103149414,0.21903062302590115,263.4346022736713
77,-543.5846142548445,7.391453266143799,0.23810473547928268,243.18546570079752
78,-477.84312132312925,6.88100528717041,0.2729438612150261,243.34212946258904
79,-951.2782122989264,12.128540992736816,0.17901015741881565,349.86627626024796
80,-813.7831591804384,31.559497833251953,0.16898388377740048,262.199884129492
81,-557.458716672973,10.230308532714844,0.17895350774051622,219.08497508565418
82,-866.7964717298595,15.874080657958984,0.2191307190587395,282.4593774380625
83,-579.4860049965745,10.596935272216797,0.29067664983449504,195.16607491090545
84,-562.6374675224888,7.84861946105957,0.2472220740019111,231.57513316346984
85,-676.2883012659299,6.323720932006836,0.2344209529037471,262.4311272844917
86,-964.3028295573274,18.901817321777344,0.288583203611779,307.3731427442023
87,-747.7316136791501,19.753522872924805,0.2064544505556114,302.13632892818157
88,-740.6715320715869,14.308063507080078,0.2582227962848265,271.50373363303237
89,-806.9961113315549,8.596782684326172,0.2256345420391881,319.63348460154793
90,-340.3518278479994,20.65127182006836,0.2555206554097822,278.4250930649405
91,-453.8762841494189,9.7427339553833,0.23163534752529813,268.3371383060851
92,-637.7609249816511,9.268057823181152,0.21866658960061613,278.28552501912634
93,-894.9432444992156,16.803953170776367,0.21686664337175898,238.45748020076144
94,-690.718243800085,9.423566818237305,0.23420516634359956,289.13182811727245
95,-547.6731765591529,12.193486213684082,0.2061506109275797,224.76508922410042
96,-482.15205926550175,8.542943000793457,0.29040105479361955,243.43302593022673
97,-879.2661991411443,10.839929580688477,0.1957826932775788,294.6483013404876
98,-712.0395672235337,14.55285930633545,0.1764862489362713,278.20228829149215
99,-563.3851308379312,8.393402099609375,0.20720150202760124,273.14432601773217
100,-863.6085032719725,13.149785995483398,0.19179468365837238,282.80374925933916
101,-804.7595546356808,9.932327270507812,0.19451239873160375,313.09855012615645
102,-427.86520309210124,16.417461395263672,0.27782490890240297,264.62307992741097
103,-702.0402551587309,9.489449501037598,0.3041105475713266,289.4806130087369
104,-878.551380964218,15.078109741210938,0.2095597491315857,300.4936684105349
105,-775.0172845364343,9.262039184570312,0.19876284734345973,309.84439662446715
106,-823.9407607109771,11.446410179138184,0.25925005607132334,301.8211399338504
107,-745.1001983241979,11.438604354858398,0.17862958092337067,299.7367016838522
108,-801.7986271739185,14.907147407531738,0.27471206165500917,277.1165959038901
109,-744.5126898117626,9.7368745803833,0.3246497758955229,272.394842629919
