episode,episode_reward,p_loss,v_loss,t_loss
444,-85.90831839672211,0.4789008110761642,1054.058349609375,263.9934875488281
449,-52.55885352141325,0.3658558040857315,1038.783447265625,260.0617218017578
454,-63.50836886540377,0.6062859416007995,781.2349243164062,195.9150177001953
459,-66.67591647215676,0.576814466714859,835.8148803710938,209.53053588867186
464,-67.876742665497,0.4478113889694214,977.1541137695312,244.73634033203126
469,-63.51908460942988,0.5228821754455566,827.4323120117188,207.3809616088867
474,-44.302689710538814,0.42808226943016053,609.9327392578125,152.91126861572266
479,-59.36352392367341,0.5258397877216339,879.987548828125,220.5227279663086
484,-48.42654892390854,0.41040201783180236,541.0174560546875,135.66476593017578
489,-37.390876394581454,0.31281890273094176,1056.490966796875,264.43556213378906
494,-48.02693641033506,0.427898582816124,900.3773193359375,225.52222900390626
499,-76.47154695147692,0.4977073460817337,881.2265014648438,220.80433349609376
504,-99.93397034139937,0.693037497997284,1622.3057861328125,406.2694793701172
509,-58.35089105645909,0.3076689183712006,1099.054443359375,275.07127990722654
514,-73.74636336614276,0.5577984571456909,936.6739501953125,234.72628784179688
519,-58.417607605299565,0.34926925897598265,702.19091796875,175.8969985961914
524,-69.14051321177537,0.4864932090044022,880.5436401367188,220.62240447998047
529,-51.266013629111136,0.4495676577091217,528.6197509765625,132.60450592041016
534,-67.31527221601928,0.34449082911014556,679.1216430664062,170.12490234375
539,-47.95952383942836,0.25799683630466463,1007.0576782226562,252.0224182128906
544,-87.95192706381394,0.4532945454120636,1390.7738037109375,348.14674682617186
549,-72.59751998763426,0.46133299469947814,971.6480102539062,243.3733352661133
554,-100.65857055187281,0.5232649266719818,1366.442138671875,342.13380126953126
559,-65.1537520199655,0.5151593625545502,1064.9937744140625,266.7636016845703
564,-84.91165875269459,0.7536169826984406,1350.990966796875,338.50135803222656
569,-85.05582731463633,0.8203547716140747,1966.027099609375,492.32712707519534
574,-75.70148341361352,0.40502638220787046,1102.689208984375,276.07732849121095
579,-98.64651853080241,0.5838431179523468,1537.9267578125,385.06553344726564
584,-95.88914131685026,0.5985805094242096,1426.9569091796875,357.3378051757812
589,-76.58666203630331,0.5851278066635132,922.4698486328125,231.2025924682617
594,-98.17389920224382,0.6152971744537353,1366.795166015625,342.3140899658203
599,-110.30956882652913,0.3549352020025253,1722.2989501953125,430.92967224121094
604,-92.43594308422543,0.5564207434654236,2199.92822265625,550.5384765625
609,-83.8810634984072,0.6136475086212159,2333.299560546875,583.938525390625
614,-93.77782223182591,0.5515293717384339,2117.085205078125,529.8228332519532
619,-109.46919003663905,0.7159532189369202,2781.795654296875,696.1648742675782
624,-84.33751635373619,0.4736777484416962,1874.0419921875,468.9841705322266
629,-97.44058490034126,0.46246754825115205,1775.61865234375,444.36713256835935
634,-95.078017559131,0.6767997145652771,1542.2103271484375,386.22938232421876
639,-106.08177105792743,0.6086147844791412,1938.0062255859375,485.11016845703125
644,-121.69245683026651,0.6991927683353424,2160.771240234375,540.8919982910156
649,-100.04680437063746,0.7678600966930389,2053.337646484375,514.1022705078125
654,-119.79661216176126,0.6626670181751251,2520.005615234375,630.6640686035156
659,-134.9927797535568,0.9534060239791871,3211.330078125,803.7859252929687
664,-79.84330260081558,0.5005826056003571,1761.5625,440.8912109375
669,-69.77628609576118,0.3558863252401352,1580.8885498046875,395.57802734375
674,-100.91400204125627,0.5436262428760529,1914.8792724609375,479.26344604492186
679,-93.76043587697532,0.6034269094467163,2097.060302734375,524.8684997558594
684,-105.98342834872216,0.727638441324234,2405.562255859375,602.1181945800781
689,-77.59848752264334,0.5506782233715057,1390.50537109375,348.17702331542966
694,-106.68206279553911,0.38450401425361636,1974.9949951171875,494.1332489013672
699,-100.846808993791,0.46696244478225707,2220.1279296875,555.4989440917968
704,-88.37657599730977,0.5275697886943818,1877.1961669921875,469.8266082763672
709,-80.92871463746876,0.4572315692901611,2173.391845703125,543.8051879882812
714,-77.43258302408793,0.5826878130435944,1913.76806640625,479.0247039794922
719,-97.39570199791729,0.4837113589048386,2471.8857421875,618.4551452636719
724,-76.5959756874941,0.4634396255016327,1741.313232421875,435.7917449951172
729,-85.2009688619345,0.4534088671207428,1192.8460693359375,298.6649230957031
734,-99.03974410339707,0.5877889633178711,2493.185546875,623.8841796875
739,-99.72545326577925,0.31712007224559785,2207.219970703125,552.1221069335937
744,-86.40025584200176,0.6447417855262756,2659.735107421875,665.578515625
749,-90.63706594531988,0.42111403346061704,2015.027587890625,504.1780090332031
754,-82.76568592247958,0.38620310127735136,1548.5272216796875,387.51800537109375
759,-65.70574268630237,0.5011425286531448,817.9740600585938,204.99465942382812
764,-71.09945788737672,0.16999120861291886,750.2274169921875,187.72684478759766
769,-67.93691478761816,0.5090609133243561,823.4260864257812,206.36558532714844
774,-56.73313439235001,0.3019754230976105,729.1362915039062,182.58604736328124
779,-81.12840441964089,0.40727941393852235,1065.146240234375,266.69383850097654
784,-86.08934110868641,0.4884271681308746,1655.6671142578125,414.4052032470703
789,-65.0632908738717,0.5388124167919159,954.9993896484375,239.28865814208984
794,-90.2429826474397,0.293550518155098,978.304443359375,244.86966247558593
799,-74.2480897636488,0.49576654732227327,752.979736328125,188.7407012939453
804,-64.76719604483199,0.5843927085399627,1017.28564453125,254.9058044433594
809,-75.40689928340905,0.5052542746067047,782.1160278320312,196.03426055908204
814,-80.62582525851424,0.291798061132431,677.51416015625,169.67033843994142
819,-104.10631395547966,0.47311736941337584,1111.7342529296875,278.40668029785155
824,-55.80406986640617,0.6784684121608734,1331.5152587890625,333.5572845458984
829,-94.15731380291967,0.45532828867435454,1029.3338623046875,257.78880004882814
834,-58.396663209176154,0.3844868719577789,769.1311645507812,192.6672790527344
839,-77.54408334391519,0.58034348487854,766.7063598632812,192.2569320678711
844,-47.69178503978573,0.6315151751041412,858.7704467773438,215.32412719726562
849,-86.38113020125805,0.6692247033119202,1482.0013427734375,371.16956481933596
854,-119.77502614055012,0.6299600064754486,1229.4912109375,308.0027587890625
859,-85.6308440064981,0.6769094049930573,1180.57763671875,295.8213165283203
864,-103.30080135327859,0.7752227485179901,1600.311279296875,400.85304260253906
869,-83.69603411034642,0.621943187713623,1241.190185546875,310.91949157714845
874,-97.10332942180976,0.7289333820343018,1816.7161865234375,454.90797729492186
879,-124.10257602098622,0.7360743343830108,1463.5174560546875,366.6154388427734
884,-92.16284155770795,0.7261936962604523,1523.912841796875,381.70440368652345
889,-87.36549116420278,0.840592885017395,1746.5908203125,437.48829650878906
894,-112.26012807939983,0.7752645552158356,1906.8541259765625,477.4887969970703
899,-88.87751579571324,0.6924546837806702,1628.32861328125,407.77460327148435
904,-90.13954307256223,0.6681960821151733,1627.6776123046875,407.58759765625
909,-114.88038808162132,0.7504089057445527,1801.708740234375,451.17759094238284
914,-133.1988975479913,0.9091648399829865,2716.12890625,679.9413757324219
919,-76.59965249253497,0.6560205280780792,1682.461181640625,421.2713165283203
924,-102.14804060596391,0.7887408792972564,2095.547119140625,524.6755249023438
929,-124.57595237583519,0.723716402053833,2098.457275390625,525.3380310058594
934,-111.6673591226933,0.9240674614906311,2335.938232421875,584.9086303710938
939,-122.05492323684089,0.7203295350074768,1991.4837646484375,498.5912689208984
944,-107.00619652938656,0.7716317236423492,1437.0435791015625,360.03252563476565
949,-71.76380524161934,0.5819824814796448,1016.4078369140625,254.68394470214844
954,-84.26506213534302,0.6559177339076996,1092.0889892578125,273.67816467285155
959,-66.89601112342665,0.4622130304574966,795.259521484375,199.27709350585937
964,-81.2526429991163,0.4550104379653931,1184.9080810546875,296.68203125
969,-78.5156939213909,0.6525743424892425,1105.2283935546875,276.9596771240234
974,-76.92694018029091,0.5095841288566589,765.2634887695312,191.82545776367186
979,-58.531614072111296,0.3360304176807404,596.689697265625,149.50845642089843
984,-71.5696000436526,0.5475093960762024,1034.600341796875,259.1975982666016
989,-81.48886040242694,0.40073836147785186,1032.9873046875,258.64756469726564
994,-65.46287549323714,0.41998244524002076,696.8308715820312,174.62770080566406
999,-53.04274575575404,0.1780066505074501,624.2318725585938,156.23597564697266
1004,-61.54166867472313,0.44589671194553376,963.2200317382812,241.25090484619142
1009,-93.03332666113734,0.4916671484708786,1013.9733276367188,253.98500061035156
1014,-68.59062485046785,0.5482140600681304,937.2557983398438,234.86216430664064
1019,-53.92366632128464,0.39178847670555117,1017.9754638671875,254.88565368652343
1024,-86.6115838852886,0.4314237147569656,890.9149169921875,223.1601531982422
1029,-79.64780244505576,0.5744064390659332,780.927978515625,195.8063980102539
1034,-86.31195766576916,0.3652247339487076,750.5965576171875,188.01436614990234
1039,-59.81012167551029,0.5443131566047669,891.3069458007812,223.3710494995117
1044,-94.40883550070377,0.44836257100105287,830.4707641601562,208.06605377197266
1049,-76.81029990614184,0.5012681424617768,1185.1529541015625,296.7895080566406
1054,-76.5240251144121,0.5011142790317535,698.5731811523438,175.1444107055664
1059,-67.4662086143128,0.34573050737380984,923.0335083007812,231.10410919189454
1064,-83.22396799393539,0.42573543190956115,899.8988647460938,225.40045166015625
1069,-110.30024583951345,0.7751809120178222,1349.8380126953125,338.23468627929685
1074,-96.59018898198492,0.6355359792709351,1229.8707275390625,308.1032196044922
1079,-98.69468291971629,0.6016834437847137,1761.6768798828125,441.0209014892578
1084,-94.56605605179162,0.7706671297550202,1626.744873046875,407.45688781738284
1089,-110.4157840850029,0.8797991216182709,2597.9326171875,650.3629516601562
1094,-103.25492137653663,0.6308602929115296,1510.9990234375,378.3806121826172
1099,-102.24694545357141,0.6809232175350189,1663.5909423828125,416.5786560058594
1104,-82.17474846696513,0.6821068465709687,1348.820068359375,337.8871246337891
1109,-78.22617551667503,0.9015954852104187,1495.80810546875,374.85362243652344
1114,-75.3400547648811,0.6017515003681183,1082.4052734375,271.203076171875
1119,-125.51059380872641,0.6275793433189392,1737.554443359375,435.0161956787109
1124,-106.32455519184472,0.6893082797527313,1697.4249267578125,425.04554443359376
1129,-110.2321359877416,0.7225405931472778,2242.370849609375,561.3152526855469
1134,-119.9575866761449,0.6590630769729614,2057.43896484375,515.0188049316406
1139,-68.97430818498788,0.7577472031116486,1659.6097412109375,415.6601867675781
1144,-100.26155294935845,0.7361954510211944,1331.21728515625,333.5405212402344
1149,-91.09664363765924,0.7766394734382629,2257.05419921875,565.040185546875
1154,-95.52921059329068,0.6082610785961151,1386.12744140625,347.14012145996094
1159,-124.72474353616005,0.7135053098201751,1909.4927978515625,478.0867034912109
1164,-91.20413704007771,0.7197313785552979,1298.72216796875,325.4002716064453
1169,-86.70234219370408,0.6694335997104645,1139.9476318359375,285.6563415527344
1174,-93.56392541297289,0.4104126036167145,848.2658081054688,212.47686462402345
1179,-79.81169947266191,0.6195834577083588,1167.0201416015625,292.37461853027344
1184,-64.83363047318386,0.36090012490749357,520.3923950195312,130.45899810791016
1189,-33.95188212223624,0.363220551609993,582.5380249023438,145.9977264404297
1194,-46.66592339849279,0.4381297677755356,963.2984619140625,241.26274566650392
1199,-52.47684966821033,0.3285061001777649,801.4901123046875,200.70103607177734
1204,-95.07979512810829,0.5694666385650635,891.5022583007812,223.44503173828124
1209,-44.78603872858635,0.5529363274574279,738.282958984375,185.1236770629883
1214,-71.55643392357419,0.7241701781749725,1069.3299560546875,268.05665893554686
1219,-77.15906251747029,0.5970338940620422,764.2008666992188,191.64725036621093
1224,-86.20199407466527,0.7882519662380219,1201.2891845703125,301.1105529785156
1229,-73.39545901955351,0.5837345659732819,839.3966064453125,210.4328842163086
1234,-65.78300646692341,0.5927652418613434,931.84912109375,233.55504608154297
1239,-71.50385349597498,0.49541862308979034,736.8248901367188,184.70164184570314
1244,-68.28610669096264,0.5868916571140289,784.20849609375,196.6390151977539
1249,-85.22460973524642,0.5353266417980194,1206.0577392578125,302.0497619628906
1254,-86.4296602334227,0.4020119607448578,991.47900390625,248.27176361083986
1259,-76.42461441169145,0.7494296967983246,1031.981689453125,258.74485168457034
1264,-52.020947625145276,0.5848980724811554,964.28271484375,241.65557556152345
1269,-74.83510781078876,0.7770274162292481,1131.3614501953125,283.6173889160156
1274,-70.91476891714058,0.3852275162935257,659.8291015625,165.3425033569336
1279,-57.438190808614735,0.5973245441913605,865.8777465820312,217.06676025390624
1284,-78.39707668139728,0.4940981507301331,895.4008178710938,224.34430389404298
1289,-86.19087167766915,0.4920816749334335,980.0872802734375,245.51390075683594
1294,-90.58665000353727,0.4222234636545181,919.5009765625,230.29746856689454
1299,-85.63448696019842,0.6138275921344757,1350.9825439453125,338.3594665527344
1304,-76.2922471512265,0.6378825962543487,1266.9036865234375,317.3638061523437
1309,-36.85554721576031,0.6850394666194916,802.5131225585938,201.31331787109374
1314,-77.29253944644505,0.5108749747276307,941.9889526367188,236.00811157226562
1319,-76.85474897577355,0.5697321414947509,1146.7301025390625,287.25225524902345
1324,-90.63568098120021,0.5626717269420624,1005.583251953125,251.95848388671874
1329,-81.63358409129816,0.3597856521606445,758.883544921875,190.08067321777344
1334,-84.46014295063097,0.5100150763988495,1065.1376953125,266.7944396972656
1339,-71.82153758523008,0.5597635865211487,1179.3770751953125,295.40403137207034
1344,-112.0056536375703,0.7054194808006287,1529.96337890625,383.19626770019534
1349,-70.91343241439166,0.6218874335289002,1017.5986328125,255.02154541015625
1354,-98.1604153775298,0.5735380113124847,949.1304931640625,237.85615997314454
1359,-88.52528676468648,0.6355200946331024,1374.178955078125,344.1802581787109
1364,-82.32656564010935,0.5125355005264283,803.2291259765625,201.31981506347657
1369,-73.37808407017127,0.6610090970993042,941.3368530273438,235.99522399902344
1374,-85.27151940504282,0.7384224593639374,1662.05712890625,416.25270690917966
1379,-92.23532927437427,0.4778309315443039,1129.3568115234375,282.81703491210936
1384,-79.01490046940867,0.7368670463562011,1252.4346923828125,313.8455383300781
1389,-88.54620071169208,0.5436346411705018,1226.3267822265625,307.1253326416016
1394,-77.21396527304387,0.612643551826477,1198.92431640625,300.3437194824219
1399,-79.92595241005361,0.5696880936622619,1152.2100830078125,288.62221069335936
1404,-62.93616709604096,0.5131088018417358,621.2388916015625,155.8228317260742
1409,-63.881143494259554,0.4243782550096512,1018.8787231445312,255.14406127929686
1414,-70.81295419457174,0.391613245010376,745.112548828125,186.6697525024414
1419,-51.121874807987425,0.27900982797145846,835.0452270507812,209.04031677246093
1424,-45.86318200992422,0.3845840781927109,713.4672241210938,178.7513885498047
1429,-92.40957501499824,0.6161177694797516,999.7125244140625,250.54424896240235
1434,-73.41742827766586,0.5043715953826904,784.5590209960938,196.64412536621094
1439,-78.48706834626928,0.427014496922493,846.017822265625,211.9314697265625
1444,-68.78298346541919,0.3743249148130417,763.665283203125,191.29064331054687
1449,-78.80405805330483,0.45080475211143495,628.4613037109375,157.56613006591797
1454,-75.89818296525644,0.5161290228366852,696.2791748046875,174.58592529296874
1459,-69.98574363521021,0.577053302526474,774.7322387695312,194.2601104736328
1464,-64.2186802386969,0.6066192388534546,915.5501708984375,229.4941619873047
1469,-58.031765754779556,0.5221519112586975,788.0755615234375,197.54104461669922
1474,-56.28566089830488,0.47870779037475586,746.2598876953125,187.0436782836914
1479,-43.138247043538456,0.5253672361373901,797.2247924804688,199.8315643310547
1484,-95.65975416173158,0.4138221651315689,838.4943237304688,210.03740234375
1489,-64.16079489442653,0.42293536365032197,816.106201171875,204.4494842529297
1494,-62.57210394507072,0.3869174897670746,917.07568359375,229.6558364868164
1499,-85.36517294498623,0.46013420820236206,889.25244140625,222.77324371337892
1504,-67.71826540532405,0.4790687680244446,740.4404296875,185.58917694091798
1509,-74.39319877458874,0.48955435752868653,792.2489013671875,198.5517822265625
1514,-60.480021209071424,0.5932671010494233,995.7367553710938,249.52745361328124
1519,-63.14474079829297,0.5982570350170135,980.4267578125,245.70494537353517
1524,-79.2984842068861,0.4395302712917328,660.0350341796875,165.4482894897461
1529,-97.05486878288129,0.44926449954509734,836.0906372070312,209.4719253540039
1534,-74.97880118811989,0.6464867651462555,1176.5904541015625,294.7941009521484
1539,-95.2671735708995,0.5027239799499512,1046.713134765625,262.18100891113284
1544,-93.61885774907014,0.45343338549137113,856.4380493164062,214.5629455566406
1549,-72.96288786250395,0.47236199080944063,620.9690551757812,155.71462707519532
1554,-63.16418933924146,0.5162441492080688,668.8350830078125,167.72501525878906
1559,-61.198740917627056,0.2873585492372513,828.576904296875,207.43158416748048
1564,-104.9302737375394,0.4273299962282181,873.4427490234375,218.78801727294922
1569,-66.97930219276996,0.4076231747865677,784.951416015625,196.64547729492188
1574,-80.44055359485031,0.5550763249397278,864.6819458007812,216.7255630493164
1579,-68.02654529208388,0.5643524050712585,852.5269165039062,213.69608154296876
1584,-83.879726474773,0.5885931968688964,992.8302001953125,248.7961441040039
1589,-79.87118923377935,0.5653514504432678,1068.8973388671875,267.78968505859376
1594,-79.40682346210893,0.36198664009571074,887.037353515625,222.12132263183594
1599,-90.6020955231468,0.7149521052837372,1130.554931640625,283.3536895751953
1604,-60.95489626064561,0.3855592370033264,740.7596435546875,185.57546844482422
1609,-75.87985120075774,0.5788358926773072,928.9528198242188,232.8170425415039
1614,-69.75396739230001,0.48582813143730164,798.3336791992188,200.06925048828126
1619,-62.84313960483604,0.4118410050868988,741.7069091796875,185.83856964111328
1624,-53.601860470786455,0.4383912324905396,812.290771484375,203.511083984375
1629,-75.48297872950496,0.5484219670295716,1030.251708984375,258.11134948730466
1634,-52.987588709965436,0.3890807628631592,667.9226684570312,167.36974639892577
1639,-66.74061491546014,0.7857015311717988,1189.250244140625,298.0982604980469
1644,-46.032209406846675,0.37894877791404724,714.0155029296875,178.88282470703126
1649,-83.13630146179867,0.4236855894327164,691.9574584960938,173.41304931640624
1654,-67.66666504637058,0.544574362039566,824.3226928710938,206.6252471923828
1659,-85.05194598760554,0.44653943181037903,845.2125244140625,211.74966888427736
1664,-76.11245187820312,0.5515992403030395,1105.135498046875,276.83547058105466
1669,-50.11543964832285,0.4616338282823563,732.4533081054688,183.57496337890626
1674,-83.97481223399606,0.7019940376281738,1042.2991943359375,261.27679443359375
1679,-60.83647602798291,0.6571275055408478,1074.763916015625,269.3481109619141
1684,-56.44639690963142,0.5966987431049346,671.8795776367188,168.56659393310548
1689,-73.86926563129819,0.5616104900836945,810.3189697265625,203.14135131835937
1694,-73.40302569899919,0.4224837332963943,635.1027221679688,159.1981628417969
1699,-77.72275713173485,0.4441522419452667,1067.416259765625,267.2982208251953
1704,-57.14155918070466,0.494355121254921,1128.8482666015625,282.7064239501953
1709,-64.85617900517474,0.5199773073196411,789.960205078125,198.01002655029296
1714,-67.65613319416097,0.6526995837688446,919.2472534179688,230.46451263427736
1719,-89.89420990574163,0.6309938549995422,1128.695556640625,282.8048828125
1724,-81.28357806997315,0.5276512444019318,906.4033203125,227.12848205566405
1729,-93.1725766711875,0.5147048771381378,802.884033203125,201.2357147216797
1734,-84.20775615936249,0.4785403460264206,773.706298828125,193.90511474609374
1739,-83.70219958784307,0.41481044590473176,951.0431518554688,238.17559967041015
1744,-96.85211852945598,0.6297357201576232,814.8177490234375,204.33417205810548
1749,-85.60021446915952,0.433527073264122,939.619384765625,235.3383758544922
1754,-58.6438128770634,0.5575587749481201,767.83740234375,192.51690979003905
1759,-77.10397833922228,0.488851523399353,1041.5284423828125,260.8709655761719
1764,-37.56072284436823,0.3401415258646011,548.2398681640625,137.40010986328124
1769,-59.32914247858491,0.364868026971817,792.994140625,198.6134017944336
1774,-79.26048995947525,0.6088607966899872,1019.5962524414062,255.50792694091797
1779,-72.76061645097785,0.5079765856266022,678.6077880859375,170.15992431640626
1784,-88.34063688609767,0.7043696641921997,1188.5267333984375,297.8360534667969
1789,-87.34287490115898,0.6595353662967682,1066.6029052734375,267.3102600097656
1794,-79.57352163979255,0.587244176864624,1062.9052734375,266.3135589599609
1799,-55.83070431549638,0.6353214800357818,983.953369140625,246.62366333007813
1804,-96.62645953412947,0.751246702671051,1353.658203125,339.1657989501953
1809,-79.4429630594202,0.4476729899644852,954.9730834960938,239.1909423828125
1814,-75.01257855080564,0.6316914141178132,951.4002685546875,238.48175811767578
1819,-77.18085376497068,0.5250432074069977,784.9431762695312,196.7608383178711
1824,-69.83218294727072,0.5266903817653656,841.5380859375,210.91121368408204
1829,-57.35746033657018,0.542249608039856,811.03173828125,203.30018463134766
1834,-73.43199852356531,0.5601336359977722,981.2548828125,245.8738540649414
1839,-75.9949051418049,0.5628753006458282,859.4171752929688,215.41716918945312
1844,-50.9081879664911,0.5571438431739807,1184.937744140625,296.7915832519531
1849,-64.1609871743625,0.5398418784141541,1028.5841064453125,257.6858642578125
1854,-86.4556728142255,0.6241076707839965,910.6094970703125,228.27648010253907
1859,-96.56622725095994,0.5655776143074036,993.911376953125,249.04342193603514
1864,-81.74119233660409,0.4685903012752533,740.4143676757812,185.57218170166016
1869,-80.26935525576818,0.553950411081314,1060.2154541015625,265.6078155517578
1874,-75.58178920205752,0.5458010494709015,886.5148315429688,222.17451019287108
1879,-74.23857027699212,0.5566253304481507,944.3446044921875,236.6427780151367
1884,-59.79804653583082,0.7620894074440002,1312.897705078125,328.98651733398435
1889,-33.327357789766836,0.544949346780777,793.8199462890625,198.99993438720702
1894,-87.71243469525578,0.6097372829914093,960.524169921875,240.74078216552735
1899,-75.32713654912901,0.5855087518692017,1162.8651123046875,291.3017913818359
1904,-71.44879520600475,0.6043937087059021,810.4502563476562,203.21695861816406
1909,-68.88637459392633,0.33319754898548126,909.5214233398438,227.71355438232422
1914,-57.544160924021945,0.4732335925102234,685.7171630859375,171.90252685546875
1919,-91.75457784996351,0.38587639629840853,795.8322143554688,199.34393005371095
