episode,sum_reward,loss,param_change,T
1,45.65301156418441,0,0,244.57241126686657
2,19.967517686831744,26.665939487764035,10.456507173319096,203.14531147791212
3,13.889660520156529,1.4865985069278693,14.01412056053357,218.35624127476797
4,21.113054802180066,42.69278486027906,13.126838905734985,147.53345939549214
5,16.757976148596153,8.578993408801267,13.348803332829675,129.77996863912546
6,11.788760545443386,10.524658672016812,10.26098701444917,168.69221110323164
7,19.189730101602848,20.471846879896475,12.280456694887107,94.99145828223585
8,14.201894158691845,1.9452171678931336,10.88905788833199,110.99787110750125
9,4.204445715879162,97.60676550410426,16.40847730921996,201.9052750059947
10,7.975804416963597,35.318672190391226,20.213272144071198,161.4151428065527
11,5.779213501784745,65.981978759286,16.179208248382793,182.91959472498067
12,11.90907921582075,13.883854513333063,17.74706721782877,136.89470710776504
13,9.846256110903733,22.989555879321415,25.180553876648446,150.05871832676834
14,3.7195191799696072,119.6178184724995,12.94238521727732,210.8145018253263
15,3.823143595856237,108.14043526555179,11.500792076566995,205.29138971018656
16,2.7881079214076987,123.74251367346733,14.088087326988386,213.9831287198794
17,12.700450824686932,5.487237162116799,19.195472779028407,121.30783476246475
18,11.250595595459169,12.196837384602986,26.617299008952898,133.66154205330622
19,8.77292570411663,34.49006698964513,34.39819552702821,158.87477569309397
20,14.329997341215355,4.704369203886017,23.60352608965877,85.427117146487
21,-0.40504434470650175,173.95260030572535,23.917789874083795,222.64955334514582
22,12.59958373235612,2.454975957109127,16.541754898337956,99.98033401597988
23,5.115931540439583,71.36876085624681,15.413602952657811,177.29296403684552
24,9.042697896553937,6.149428774311673,41.37312561504882,115.10178259183341
25,1.3934423072498223,118.04881101781211,10.82218088372872,202.00185206631764
26,9.03078721575248,14.626129971351475,36.43520652857596,128.90837358225775
27,5.2233642480819595,35.02644108941604,18.008417260244848,151.5951593691828
28,0.11864306035423766,143.02978527141386,24.02201495893135,212.14934733584553
29,0.947534110570567,84.29623846782488,27.928488609272797,183.90011629592573
30,0.8651410342748225,107.45890215726831,14.392971012765859,196.5008424084617
31,-2.0925531158551625,174.38478804866463,16.51578253479193,224.6202643884076
32,4.690703881867661,23.56185116911729,15.714841395406475,140.03882925239338
33,4.481219286954558,52.90319482375344,20.727224535385265,161.4343535426703
34,-2.9197151325458295,119.82871398398856,15.917686934290003,201.8244604033078
35,-5.4110868270475745,198.31177465845394,9.89446200699544,233.41136301796283
36,-7.776796688120693,229.14268371147318,11.864246855986437,244.24557669076341
37,-3.3106968662955527,139.04954027263466,12.251722223619288,210.39328053304294
38,-4.469707546306395,184.750336133779,10.731493756948304,225.05068292470455
39,-0.7709416225841501,85.95077646926347,8.913597707866607,184.80503704590208
40,0.015552467521798619,78.42774437210028,8.818256298969501,181.06287056793525
41,-8.396985788117794,235.4173850278694,7.752202020914618,245.78698339064061
42,-15.505944607981965,584.9829456429798,9.63910683695034,331.24361896427223
43,5.207216701321245,4.602547976724054,6.4944923291520205,112.02968145216623
44,-7.303251760119075,254.99064270602707,7.3558544914916295,249.1741294423402
45,-9.141143013883324,255.0000741038166,5.081174316602519,252.70860458966771
46,-15.799516564111453,511.2344973581387,4.603806947252474,319.11057596038205
47,-21.15502561767429,719.2064862974938,3.911781578906884,358.01345842568685
