episode,sum_reward,loss,param_change,T
1,14.961019147577954,9.169702649531246,0.3153539777134948,192.4645714830192
2,16.37251189563066,12.581109097941408,0.29709015107113346,163.45940148161358
3,15.996907705439186,9.620789633481763,0.2856222165161289,186.97796719875396
4,14.33220797284779,13.964463216704644,0.47618838054806073,168.38034296696114
5,17.294826454522173,22.11012115709309,0.0063725401591885064,114.88391855625424
6,25.47541194597009,27.224819744700653,0.19025723317704263,119.82325764135962
7,22.327070804574902,43.162592691101054,0.023245401835433672,133.15113254108746
8,11.956098820286089,41.05578155101284,0.3480090539489208,114.3430778659957
9,20.58532503380689,45.80676135033218,0.060619644249875135,137.56425995135655
10,25.861702060547756,64.33827250546233,0.0037311780664945424,118.7642527133889
11,17.080415450984596,43.427660889686194,0.00042747365097588956,108.05233375465187
12,17.59372424751516,56.37414989765989,0.05315008480940376,92.15886163011629
13,17.76502634801655,42.6230896237671,0.044364238008860246,113.81795318872189
14,24.84783379991804,60.54052991173148,1.032233231733603e-05,84.50267644535208
15,22.956460948004604,55.38145230587452,0.0022403526018826307,146.3591052496211
16,42.92909776395247,105.24279384411966,3.131108773370096e-05,118.43427777807106
17,19.893714027813242,79.30442395896807,1.8835100532032496e-05,143.03970111760435
18,14.35036743900588,71.30483089302311,8.101681848935191e-09,98.85481958869829
19,23.58569157526022,60.821541825036775,0.0002330320528446774,116.95261292827105
20,22.690680686530605,72.59263586908241,7.047692700246852e-09,116.77701287280166
21,20.275472207288637,64.28414104897297,0.005433786152574052,134.5167773642342
22,23.374699889599675,70.232271825912,1.095591011231144e-08,112.11790648220003
23,26.970260270837006,82.0752920816085,1.2974768549375863e-08,86.64378883309053
24,15.87143131012205,62.7877057201797,2.935992525554675e-09,159.9036136621188
25,36.58586075629786,106.96504346188976,1.3720262331927642e-09,84.52023068359162
26,22.900202784567742,81.80805388107547,3.3687394539025684e-08,132.97382012276245
27,14.735498324202451,67.58958256323604,0.003330612018449635,158.5651874090313
28,35.756158211847186,112.72001123398172,7.369789097064101e-09,86.34736567711724
29,22.617485187859607,94.08441849167139,0.01960223133717477,140.76868631496234
30,24.114760944993737,102.93467421873629,1.5482792485027028e-06,102.87300055281679
31,18.067644421155144,97.20525777949024,0.1891792130355924,125.64393717109346
32,32.634605262340614,119.07031643391565,2.0517511503871983e-09,104.12160856392966
33,38.46696348440417,138.1013015417684,0.00010890073663445705,74.60045615768055
34,42.12872546385732,156.61454650156156,1.0684449159773097e-09,62.42311619220272
35,33.41643307634904,135.36693689218737,2.2745691118249303e-09,97.78828600998803
36,34.03521451546451,130.9930483809576,1.5289607389326935e-09,83.76006686071874
37,37.870269195607634,136.81831825539484,2.6229165763525135e-09,85.2224502214489
38,39.38322049163842,146.4927785010159,9.706448719246293e-10,54.9958827471495
39,41.299534590704575,157.6827361390151,2.15315781506812e-09,57.79966850081041
40,40.007013313513326,156.6754845229225,0.00013239144363648534,59.13658888698976
41,41.6948079622003,168.0961777555649,0.016639146737947454,80.06013619286873
42,42.806868636571764,184.73868515719096,2.1148544037079344e-09,54.984185524985506
43,43.51773258409669,186.7678049087317,1.134387681748706e-09,57.78847902537884
44,42.30207829664372,191.17815485971187,1.1322819929387538e-09,54.99490552842146
45,42.878813150516535,195.89011739661146,2.185644322467564e-09,55.05112026206292
46,42.7609160902163,190.35197609313855,1.1139357614887288e-09,75.46887720605758
47,44.39008071967614,202.23913535241536,2.1606700972498864e-09,79.39118079397677
48,42.7938480689693,199.09802891361778,1.6002939662004744e-09,71.92352085134628
49,41.05543118523948,209.83114248416769,1.6556689758558828e-09,54.99490552842146
50,44.11594442233948,217.22482115128605,1.6136769936782832e-09,54.983607114340955
51,45.570023431229345,222.58445307200873,2.153510457679068e-09,56.351095927206984
52,37.60229225730298,195.25988016226347,9.817104452577475e-10,70.78843222819754
53,41.68594497295687,204.7955229756044,2.1265237603406545e-09,66.2259844650958
54,38.53363007842837,191.29032907748206,1.5757374486723877e-09,80.89036382684655
55,43.68719038183146,210.33787855441642,1.584349824261323e-09,54.983607114340955
56,39.89786822451169,203.16097458958848,9.55423188499574e-10,60.87023005802695
57,41.920854536178545,203.41326526548892,1.5617059869517074e-09,71.57952458655167
58,40.1757514219781,189.16899667982216,1.0910990425366233e-09,79.68399581234844
59,42.99723347240126,214.32117842961725,2.098152514435545e-09,54.99476610425663
60,40.5503632244316,210.49534076605323,2.0737757649008615e-09,54.99490552842146
61,42.01439124037655,208.22863953982232,9.35518186639103e-10,81.60962408145114
62,44.14038225952231,219.1562637944171,1.0783818843919443e-09,54.983148266316306
63,40.96548877477419,206.27006178982901,1.0769871690127438e-09,80.07757372847553
64,40.67061407019899,203.79747717146074,9.245516636491747e-10,55.0545638142527
65,43.62287699210796,212.53539918025945,1.52027057584686e-09,55.352307231623854
66,46.348546856500114,214.30016991488628,1.534071840532705e-09,70.94727245454648
