episode,sum_reward,loss,param_change,T
1,44.73096538958235,1765.408661911264,4.668486236579179,118.33020861841209
2,4.507233693625854,3435.9372033214604,20.514935863229493,130.23310942299727
3,19.189754920380786,4755.855994291473,70.50885424422965,111.04780337280833
4,87.70388448648353,4902.7549965336075,67.94789403933858,80.32985146462781
5,16.282479909491805,6723.068958914519,21.69118181512809,85.40732161639617
6,-0.15369078359234592,7890.445552459685,3.926145778611983,101.79157939986355
7,7.360941974545186,8679.294409497874,3.220614028638108,92.50430724996879
8,-0.21976357216079842,8936.86210819293,0.09744639860654927,108.7981017805549
9,1.8401294587209327,8917.886516960396,0.13493381666022072,96.30670486942418
10,1.2029358154162724,8809.298444897577,0.6401463714372408,111.84490447729567
11,-0.45808388450516496,9017.73914571025,1.1184857448243313,110.53149684617752
12,-0.2817036676326365,8825.90699216968,0.0958594369503518,98.25414633258461
13,-0.20785587522012655,9066.724332528247,0.0005602502833307352,103.55152657898938
14,-0.3517166235524463,8909.152994862932,0.00046018176060438193,109.61435317072467
15,0.36192332732879823,8877.278505087132,0.0004704260434704597,105.39670684501911
16,-0.29930468606291827,9046.397050641477,0.06935347671730471,97.48254900772254
17,-0.16707571729717674,8868.199183725403,0.00012386682143989265,102.84414027333938
18,0.06201871057282461,8862.622124330897,7.172642060435989e-05,93.8175553590616
19,-0.31997048197380645,8879.01349218603,0.24136757934928382,95.53755811810944
20,0.6888850532153804,9051.830554630375,2.8839222784161457e-07,92.85116656907184
21,1.014749877888305,9016.365654770983,0.24807386186945618,92.58582544916342
22,-0.3786212901471736,8977.678975002316,4.3091014967016966e-07,93.06254941727157
23,1.020658296835845,8775.322333154618,5.734008779589101e-07,96.57983362072234
24,-0.36069951528542554,8954.36822660343,3.5271094453042963e-07,97.50731289294431
25,-0.2921285718538212,8770.15524772642,2.4496711852696723e-07,97.94869815645087
26,-0.5239817374748258,8835.02295696683,6.735134653284429e-08,132.8704756918512
27,3.7857891095654796,8856.20333287865,2.2240687535183468e-07,103.94214474680076
28,-0.3891777522043244,8854.3009688147,2.0659006026943714e-10,99.07059140083167
29,0.48727884856682846,8863.512030074256,1.427886053939928e-09,93.54955585629111
30,-0.026355087316056885,8885.881475643837,5.679323234393076e-09,95.78065091806161
31,-0.3028747161300564,8823.919867114862,2.7825751603635182e-09,93.68803522849709
32,-0.2692114244897742,8802.24786393065,5.935698716408569e-09,93.34878718795282
33,-0.5844274025432715,8967.514506642241,2.848015860341067e-09,108.51663995106357
34,0.24154077371810334,8796.063814485853,1.883490313303451e-09,94.5648442422686
35,0.16142848804796173,9016.777788663923,4.6293502214105786e-10,93.83411817684929
36,-0.38627273265356554,9034.517317773832,4.850043042599365e-10,92.70037149531176
37,-0.2992706726235705,8953.018879082927,4.9559455894627e-10,91.3863538894453
38,0.2088434486032948,8935.48841213918,2.657680906741294e-09,93.34647292945984
39,-0.3169015074063547,8998.578417148674,1.38245229675447e-09,95.74051879839051
40,-0.32956744612753835,8985.977912678325,1.6260709392182566e-09,96.61286779843071
41,-0.30820433657881213,9006.055148072483,0.07508007715392347,90.29933194417904
42,-0.3230672191876481,8993.369018666097,2.3207483362236557e-09,97.73345410017949
43,0.1560956956951128,8914.371295891004,0.1236370327276624,86.22729652573676
44,-0.06690986670127472,8860.546227048151,4.065197625003189e-10,89.02036112280288
45,-0.3957193315434702,8822.190836083377,5.3655792514012115e-09,96.97915365245046
46,-0.22518469933984403,8817.897961835144,5.111956304055685e-10,85.08529064109707
47,-0.282170547863535,8791.432220256422,1.0455655752494092e-09,89.68538441098458
48,-0.3834849924569666,8776.999859326519,1.4169229536865322e-09,95.28684251907318
49,-0.2730594471401912,8758.802587516373,2.2977422492773423e-05,89.11032006479621
50,-0.532041405657966,8766.94486147468,3.683560033201834e-10,102.39199071018682
51,-0.31613827846254816,8733.627554157516,4.887955624105276e-10,89.26561520275565
52,1.37352369428726,8738.643447824521,1.465886224914784e-09,86.66282583155846
53,-0.2748759731235332,8778.98703939165,2.776079959184608e-10,87.12549609320666
54,1.6713962114123373,8759.209621871123,2.112994901122387e-10,82.4081836333547
55,-0.267107540409569,8753.733067199588,3.2557968107630285e-10,87.22239294583086
56,-0.2622196360116379,8788.19994548033,3.595913211504796e-10,87.1819883743362
57,-0.3040718629715921,8780.229374359362,1.8004845292363707e-08,89.09069412166922
58,-0.2228286998797548,8789.014571699547,3.342139914609189e-10,85.62422644657993
59,-0.4483040385953779,8784.006374148652,4.0363348688245994e-10,95.02764454571262
60,-0.29438200816778776,8777.381604725495,5.118851281038582e-10,89.09184348279496
61,-0.2668976302013432,8769.672855620272,6.623323132959402e-10,87.1819883743362
62,-0.28530045289446126,8766.222701757739,2.7993047183932456e-10,87.31234843227638
63,-0.29165479329780386,8805.594354673056,2.278763528345928e-09,86.07437555335758
64,-0.29240210508533454,8799.057600859087,8.129178431272854e-10,88.68031192217126
65,-0.2201471605624033,8771.608812911203,2.9317677104748254e-10,86.38866875450444
66,-0.331149193051768,8752.249262606318,0.17002959721267952,89.02130584354013
67,-0.5259793851279839,8845.290565730305,0.010742168755548643,103.1315311375428
68,-0.3139981554964394,8780.108631312149,2.34538030721096e-05,98.46648631055209
69,-0.41096925869594164,8736.080427665496,3.701599280761235e-06,95.20311863931998
70,-0.35830675052735084,8720.900644079782,4.5459934549219915e-06,92.1480838880675
71,-0.23334344526434717,8719.875143673504,4.024739911347385e-06,86.7503871638538
72,-0.28042536348619923,8705.790903947782,0.0010120354142339103,92.6120272101958
73,-0.3925988905983164,8704.937340903096,0.7799332040739012,97.32834801694938
74,-0.36069039233168815,8709.123754964443,2.8666968423880688,91.13073677703088
75,5.535878443035887,8485.321950532554,41.514187331711966,105.35070229606602
76,24.277049209200847,8356.938797742478,3.40909868904408,82.72187549750565
77,11.73745515924785,8236.364851734717,3.976003130567044,78.5292417015021
78,3.330005656508364,8066.59235210414,4.836222351860805,78.91751866913371
79,-0.5357492347710027,8108.177581287222,0.8800923893443635,91.02722368420129
80,-0.46394096623952147,8155.07129763579,2.7376521121041395,88.1008895523074
81,51.28051353121036,8668.261745581753,18.542003429738426,60.52755852130011
82,13.762903648506612,8082.241223946447,5.900435535103036,68.65617688673125
83,12.181752197500405,7549.8311724069645,3.916100706502761,64.96342943247048
84,1.0857910419000985,7180.7491874395055,10.973612919898356,98.13005320569289
85,1.8707002230349739,7400.346358111128,22.856986194094265,83.78183942424674
86,-0.23576647518718796,7753.677343879361,23.50906906869374,75.91036903465515
87,-0.5758298579347734,8344.415551863203,1.6971188021553634,89.82899871014286
88,-0.9905290157995239,8517.781002806965,0.8329231172877017,107.93000583115067
89,-0.9905290157995239,8673.302531112451,0.14479468058854947,107.93000583115067
90,-0.9475799989790203,8699.907927420747,0.510567672427481,97.06168682074252
91,-1.0827120702185598,8264.764278366754,6.285868702418276,94.26073472925908
92,-0.6936221722313063,8683.265119403135,11.581046940496305,102.16718445425023
93,-0.5772967553515327,9088.897703629045,0.17101227360208043,105.70024742581083
94,-0.5437115251868774,8637.242235246697,0.5836376073425387,101.8666027420259
95,-0.600420966142524,9128.649780805688,0.6447362761700631,105.8885427260976
96,-0.4977439066447328,9022.425384957227,0.33672865874226426,97.5532052497671
97,-0.6925822022800261,8158.714953767951,13.891728836092698,85.95882893711233
98,-0.16993439818014927,7676.9852686298545,2.7244218623788314,80.87198477188211
99,0.6553124478474045,7783.146543640003,26.72558408339775,84.08190338211186
100,4.487500571117993,7620.409196931112,85.47640231626288,80.80678898411095
